,Host,Parasite,ParasiteFull,group,hostgroup
62265,Fulica atra,Cyathocotyle fulicae,"Cyathocotyle fulicae Ginezinskaja, 1952",Trematodes,Aves
62266,Acheilognathus intermedia,Cyathocotyle orientalis,"Cyathocotyle orientalis Faust, 1922",Trematodes,Teleostei
62267,Acheilognathus lanceolatus,Cyathocotyle orientalis,"Cyathocotyle orientalis Faust, 1922",Trematodes,NA
62268,Acheilognathus limbata,Cyathocotyle orientalis,"Cyathocotyle orientalis Faust, 1922",Trematodes,NA
62269,Squalidus atromaculatus,Cyathocotyle orientalis,"Cyathocotyle orientalis Faust, 1922",Trematodes,NA
62270,Hemibarbus labeo,Cyathocotyle orientalis,"Cyathocotyle orientalis Faust, 1922",Trematodes,Teleostei
62271,Hypomesus olidus,Cyathocotyle orientalis,"Cyathocotyle orientalis Faust, 1922",Trematodes,Teleostei
62272,Larus argentatus,Cyathocotyle orientalis,"Cyathocotyle orientalis Faust, 1922",Trematodes,Aves
62273,Chroicocephalus ridibundus,Cyathocotyle orientalis,"Cyathocotyle orientalis Faust, 1922",Trematodes,NA
62274,Microphysogobio koreensis,Cyathocotyle orientalis,"Cyathocotyle orientalis Faust, 1922",Trematodes,Teleostei
62275,Milvus migrans,Cyathocotyle orientalis,"Cyathocotyle orientalis Faust, 1922",Trematodes,Aves
62276,Paracheilognathus rhombea,Cyathocotyle orientalis,"Cyathocotyle orientalis Faust, 1922",Trematodes,NA
62277,Parafossarulus striatulus,Cyathocotyle orientalis,"Cyathocotyle orientalis Faust, 1922",Trematodes,NA
62278,Pseudorasbora parva,Cyathocotyle orientalis,"Cyathocotyle orientalis Faust, 1922",Trematodes,Teleostei
62279,Pungtungia herzi,Cyathocotyle orientalis,"Cyathocotyle orientalis Faust, 1922",Trematodes,Teleostei
62280,Rhodeus uyekii,Cyathocotyle orientalis,"Cyathocotyle orientalis Faust, 1922",Trematodes,Teleostei
62281,Zacco platypus,Cyathocotyle orientalis,"Cyathocotyle orientalis Faust, 1922",Trematodes,Teleostei
62282,Zacco temminckii,Cyathocotyle orientalis,"Cyathocotyle orientalis Faust, 1922",Trematodes,NA
62283,Sterna hirundo,Cyathocotyle oviformis,"Cyathocotyle oviformis Szidat, 1936",Trematodes,Aves
62284,Anas platyrhynchos,Cyathocotyloides curonensis,"Cyathocotyloides curonensis Szidat, 1936",Trematodes,Aves
62285,Sterna hirundo,Cyathocotyloides dubius,"Cyathocotyloides dubius Szidat, 1936",Trematodes,Aves
62286,Sterna paradisea,Cyathocotyloides dubius,"Cyathocotyloides dubius Szidat, 1936",Trematodes,NA
62287,Turdus merula,Cyclocoelum bivesiculatum,"Cyclocoelum bivesiculatum Prudhoe, 1944",Trematodes,Aves
62288,Anas strepera,Cyclocoelum brasilianum,"Cyclocoelum brasilianum Stossich, 1902",Trematodes,Aves
62289,Arenaria interpres,Cyclocoelum brasilianum,"Cyclocoelum brasilianum Stossich, 1902",Trematodes,Aves
62290,Calidris minuta,Cyclocoelum brasilianum,"Cyclocoelum brasilianum Stossich, 1902",Trematodes,Aves
62291,Calidris alpina,Cyclocoelum brasilianum,"Cyclocoelum brasilianum Stossich, 1902",Trematodes,Aves
62292,Erolia ferruginea,Cyclocoelum brasilianum,"Cyclocoelum brasilianum Stossich, 1902",Trematodes,NA
62293,Erolia melanotos,Cyclocoelum brasilianum,"Cyclocoelum brasilianum Stossich, 1902",Trematodes,NA
62294,Erolia minuta,Cyclocoelum brasilianum,"Cyclocoelum brasilianum Stossich, 1902",Trematodes,NA
62295,Erolia ruficollis,Cyclocoelum brasilianum,"Cyclocoelum brasilianum Stossich, 1902",Trematodes,NA
62296,Erolia subminuta,Cyclocoelum brasilianum,"Cyclocoelum brasilianum Stossich, 1902",Trematodes,NA
62297,Erolia temminckii,Cyclocoelum brasilianum,"Cyclocoelum brasilianum Stossich, 1902",Trematodes,NA
62298,Numenius arquata,Cyclocoelum brasilianum,"Cyclocoelum brasilianum Stossich, 1902",Trematodes,Aves
62299,Philomachus pugnax,Cyclocoelum brasilianum,"Cyclocoelum brasilianum Stossich, 1902",Trematodes,Aves
62300,Querquedula querquedula,Cyclocoelum brasilianum,"Cyclocoelum brasilianum Stossich, 1902",Trematodes,NA
62301,Tringa erythropus,Cyclocoelum brasilianum,"Cyclocoelum brasilianum Stossich, 1902",Trematodes,Aves
62302,Tringa flavipes,Cyclocoelum brasilianum,"Cyclocoelum brasilianum Stossich, 1902",Trematodes,Aves
62303,Tringa melanoleuca,Cyclocoelum brasilianum,"Cyclocoelum brasilianum Stossich, 1902",Trematodes,Aves
62304,Tringa nebularia,Cyclocoelum brasilianum,"Cyclocoelum brasilianum Stossich, 1902",Trematodes,Aves
62305,Scolopax rusticola,Cyclocoelum makii,"Cyclocoelum makii Yamaguti, 1933",Trematodes,Aves
62306,Turdus merula,Cyclocoelum petrovi,"Cyclocoelum petrovi Oganesov, 1959",Trematodes,Aves
62307,Recurvirostra americana,Cyclocoelum tringae,"Cyclocoelum tringae (Brandes, 1892)",Trematodes,Aves
62308,Ereunetes mauri,Cyclocoelum tringae,"Cyclocoelum tringae Stossich, 1902",Trematodes,NA
62309,Erolia minuta,Cyclocoelum tringae,"Cyclocoelum tringae Stossich, 1902",Trematodes,NA
62310,Limosa lapponica,Cyclocoelum tringae,"Cyclocoelum tringae Stossich, 1902",Trematodes,Aves
62311,Philomachus pugnax,Cyclocoelum tringae,"Cyclocoelum tringae Stossich, 1902",Trematodes,Aves
62312,Tringa ochropus,Cyclocoelum tringae,"Cyclocoelum tringae Stossich, 1902",Trematodes,Aves
62313,Tringa totanus,Cyclocoelum tringae,"Cyclocoelum tringae Stossich, 1902",Trematodes,Aves
62314,Vanellus vanellus,Cyclocoelum tringae,"Cyclocoelum tringae Stossich, 1902",Trematodes,Aves
62315,Anas platyrhynchos,Dendritobilharzia anatinarum,"Dendritobilharzia anatinarum Cheatum, 1941",Trematodes,Aves
62316,Cygnus cygnus,Dendritobilharzia anatinarum,"Dendritobilharzia anatinarum Cheatum, 1941",Trematodes,Aves
62317,Pelecanus onocrotalus,Dendritobilharzia loossi,"Dendritobilharzia loossi Skrjabin, 1924",Trematodes,Aves
62318,Coelorhinchus gilberti,Derogenes crassus,"Derogenes crassus Manter, 1934",Trematodes,NA
62319,Haemulon flavolineatum,Derogenes crassus,"Derogenes crassus Manter, 1934",Trematodes,Teleostei
62320,Salmo salar,Derogenes crassus,"Derogenes crassus Manter, 1934",Trematodes,Teleostei
62321,Synchiropus agassizzii,Derogenes crassus,"Derogenes crassus Manter, 1934",Trematodes,NA
62322,Chelidonichthys obscurus,Derogenes crassus,"Derogenes crassus Manter, 1934",Trematodes,NA
62323,Tringa incana,Diacetabulum curvicolon,"Diacetabulum curvicolon Belopolskaja, 1952",Trematodes,Aves
62324,Actitis hypoleucos,Diacetabulum curvicolon,"Diacetabulum curvicolon Belopolskaja, 1952",Trematodes,Aves
62325,Tringa incana,Diacetabulum curvicolon,"Diacetabulum curvicolon Belopolskaja, 1952",Trematodes,Aves
62326,Muscicapa grisola,Dicrocoelium baskakowi,"Dicrocoelium baskakowi Iwanitzky, 1927",Trematodes,NA
62327,Delichon urbicum,Dicrocoelium kalmikense,"Dicrocoelium kalmikense Skrjabin & Issaitschikoff, 1927",Trematodes,NA
62328,Fringilla coelebs,Dicrocoelium mosquensis,"Dicrocoelium mosquensis Skrjabin & Issaitschikov,",Trematodes,Aves
62329,Lepus timidus,Dicrocoelium orientalis,"Dicrocoelium orientalis Sudarikov & Ryjikov, 1951",Trematodes,Mammalia
62330,Lepus tolai,Dicrocoelium orientalis,"Dicrocoelium orientalis Sudarikov & Ryjikov, 1951",Trematodes,Mammalia
62331,Moschus moschiferus,Dicrocoelium orientalis,"Dicrocoelium orientalis Sudarikov & Ryjikov, 1951",Trematodes,Mammalia
62332,Coturnix coturnix,Dicrocoelium rossicum,"Dicrocoelium rossicum Skrjabin & Issaitschikoff, 1927",Trematodes,Aves
62333,Acipenser sturio,Dihemistephanus sturionis,"Dihemistephanus sturionis Little, 1930",Trematodes,Chondrostei
62334,Bufo bufo,Diplodiscus mehrai,"Diplodiscus mehrai Pande, 1937",Trematodes,Amphibia
62335,Bufo bufo,Diplodiscus mehrai,"Diplodiscus mehrai Pande, 1937",Trematodes,Amphibia
62336,Bufo bufo,Diplodiscus mehrai,"Diplodiscus mehrai Pande, 1937",Trematodes,Amphibia
62337,Duttaphrynus melanostictus,Diplodiscus mehrai,"Diplodiscus mehrai Pande, 1937",Trematodes,NA
62338,Pseudepidalea viridis,Diplodiscus mehrai,"Diplodiscus mehrai Pande, 1937",Trematodes,NA
62339,Euphlyctis cyanophlyctis,Diplodiscus mehrai,"Diplodiscus mehrai Pande, 1937",Trematodes,Amphibia
62340,Occidozyga lima,Diplodiscus mehrai,"Diplodiscus mehrai Pande, 1937",Trematodes,Amphibia
62341,Paramesotriton deloustali,Diplodiscus mehrai,"Diplodiscus mehrai Pande, 1937",Trematodes,Amphibia
62342,Pila globosa,Diplodiscus mehrai,"Diplodiscus mehrai Pande, 1937",Trematodes,NA
62343,Pila globosa,Diplodiscus mehrai,"Diplodiscus mehrai Pande, 1937",Trematodes,NA
62344,Psammodynaster pulverulentis,Diplodiscus mehrai,"Diplodiscus mehrai Pande, 1937",Trematodes,NA
62345,Rana cyanophlyctis,Diplodiscus mehrai,"Diplodiscus mehrai Pande, 1937",Trematodes,NA
62346,Pelophylax lessonae,Diplodiscus mehrai,"Diplodiscus mehrai Pande, 1937",Trematodes,NA
62347,Hylarana guentheri,Diplodiscus mehrai,"Diplodiscus mehrai Pande, 1937",Trematodes,NA
62348,Rana lima,Diplodiscus mehrai,"Diplodiscus mehrai Pande, 1937",Trematodes,NA
62349,Rana limnocharis,Diplodiscus mehrai,"Diplodiscus mehrai Pande, 1937",Trematodes,NA
62350,Indirana longicrus,Diplodiscus mehrai,"Diplodiscus mehrai Pande, 1937",Trematodes,NA
62351,Pelophylax nigromaculatus,Diplodiscus mehrai,"Diplodiscus mehrai Pande, 1937",Trematodes,NA
62352,Pelophylax plancyi,Diplodiscus mehrai,"Diplodiscus mehrai Pande, 1937",Trematodes,NA
62353,Pelophylax ridibundus,Diplodiscus mehrai,"Diplodiscus mehrai Pande, 1937",Trematodes,NA
62354,Hoplobatrachus rugulosus,Diplodiscus mehrai,"Diplodiscus mehrai Pande, 1937",Trematodes,NA
62355,Rana tigrina,Diplodiscus mehrai,"Diplodiscus mehrai Pande, 1937",Trematodes,NA
62356,Rana,Diplodiscus mehrai,"Diplodiscus mehrai Pande, 1937",Trematodes,NA
62357,Gymnocephalus cernuus,Diplostomulum clavula,Diplostomulum clavula,Trematodes,Teleostei
62358,Perca fluviatilis,Diplostomulum clavula,Diplostomulum clavula,Trematodes,Teleostei
62359,Abramis brama,Diplostomum clavatum,"Diplostomum clavatum Nordmann, 1832",Trematodes,Teleostei
62360,Alburnus alburnus,Diplostomum clavatum,"Diplostomum clavatum Nordmann, 1832",Trematodes,Teleostei
62361,Blicca bjoerkna,Diplostomum clavatum,"Diplostomum clavatum Nordmann, 1832",Trematodes,Teleostei
62362,Carassius carassius,Diplostomum clavatum,"Diplostomum clavatum Nordmann, 1832",Trematodes,Teleostei
62363,Esox lucius,Diplostomum clavatum,"Diplostomum clavatum Nordmann, 1832",Trematodes,Teleostei
62364,Gymnocephalus cernuus,Diplostomum clavatum,"Diplostomum clavatum Nordmann, 1832",Trematodes,Teleostei
62365,Leuciscus idus,Diplostomum clavatum,"Diplostomum clavatum Nordmann, 1832",Trematodes,Teleostei
62366,Lota lota,Diplostomum clavatum,"Diplostomum clavatum Nordmann, 1832",Trematodes,Teleostei
62367,Perca fluviatilis,Diplostomum clavatum,"Diplostomum clavatum Nordmann, 1832",Trematodes,Teleostei
62368,Toxorhynchites rutilus,Diplostomum clavatum,"Diplostomum clavatum Nordmann, 1832",Trematodes,NA
62369,Toxorhynchites rutilus,Diplostomum clavatum,"Diplostomum clavatum Nordmann, 1832",Trematodes,NA
62370,Sander lucioperca,Diplostomum clavatum,"Diplostomum clavatum Nordmann, 1832",Trematodes,NA
62371,Varicorhinus capoeta,Diplostomum clavatum,"Diplostomum clavatum Nordmann, 1832",Trematodes,NA
62372,Colymbus arcticus,Diplostomum colymbi,"Diplostomum colymbi (Dubois, 1928)",Trematodes,NA
62373,Colymbus stellatus,Diplostomum colymbi,"Diplostomum colymbi (Dubois, 1928)",Trematodes,NA
62374,Gavia arctica,Diplostomum colymbi,"Diplostomum colymbi (Dubois, 1928)",Trematodes,Aves
62375,Gavia stellata,Diplostomum colymbi,"Diplostomum colymbi (Dubois, 1928)",Trematodes,Aves
62376,Abramis brama,Diplostomum confusus,Diplostomum confusus,Trematodes,Teleostei
62377,Abramis sapa,Diplostomum confusus,Diplostomum confusus,Trematodes,Teleostei
62378,Pseudoscaphirhynchus herdmanni,Diplostomum confusus,Diplostomum confusus,Trematodes,NA
62379,Scardinius erythrophthalmus,Diplostomum confusus,Diplostomum confusus,Trematodes,Teleostei
62380,Abramis brama,Diplostomum erythrophthalmi,"Diplostomum erythrophthalmi (Shigin, 1965)",Trematodes,Teleostei
62381,Blicca bjoerkna,Diplostomum erythrophthalmi,"Diplostomum erythrophthalmi (Shigin, 1965)",Trematodes,Teleostei
62382,Anguilla rostrata,Diplostomum flexicaudum,"Diplostomum flexicaudum (Cort et Brooks, 1928)",Trematodes,Teleostei
62383,Catostomus catostomus,Diplostomum flexicaudum,"Diplostomum flexicaudum (Cort et Brooks, 1928)",Trematodes,Teleostei
62384,Catostomus commersonii,Diplostomum flexicaudum,"Diplostomum flexicaudum (Cort et Brooks, 1928)",Trematodes,NA
62385,Coregonus clupeaformis,Diplostomum flexicaudum,"Diplostomum flexicaudum (Cort et Brooks, 1928)",Trematodes,Teleostei
62386,Coregonus lavaretus,Diplostomum flexicaudum,"Diplostomum flexicaudum (Cort et Brooks, 1928)",Trematodes,Teleostei
62387,Coregonus peled,Diplostomum flexicaudum,"Diplostomum flexicaudum (Cort et Brooks, 1928)",Trematodes,Teleostei
62388,Cyprinus carpio,Diplostomum flexicaudum,"Diplostomum flexicaudum (Cort et Brooks, 1928)",Trematodes,Teleostei
62389,Esox masquinongy,Diplostomum flexicaudum,"Diplostomum flexicaudum (Cort et Brooks, 1928)",Trematodes,Teleostei
62390,Larus canus,Diplostomum flexicaudum,"Diplostomum flexicaudum (Cort et Brooks, 1928)",Trematodes,Aves
62391,Chroicocephalus ridibundus,Diplostomum flexicaudum,"Diplostomum flexicaudum (Cort et Brooks, 1928)",Trematodes,NA
62392,Luxilis cornutus,Diplostomum flexicaudum,"Diplostomum flexicaudum (Cort et Brooks, 1928)",Trematodes,NA
62393,Moxostoma anisurum,Diplostomum flexicaudum,"Diplostomum flexicaudum (Cort et Brooks, 1928)",Trematodes,Teleostei
62394,Moxostoma erythrurum,Diplostomum flexicaudum,"Diplostomum flexicaudum (Cort et Brooks, 1928)",Trematodes,Teleostei
62395,Moxostoma macrolepidotus,Diplostomum flexicaudum,"Diplostomum flexicaudum (Cort et Brooks, 1928)",Trematodes,NA
62396,Notropis atherinoides,Diplostomum flexicaudum,"Diplostomum flexicaudum (Cort et Brooks, 1928)",Trematodes,Teleostei
62397,Osmerus mordax,Diplostomum flexicaudum,"Diplostomum flexicaudum (Cort et Brooks, 1928)",Trematodes,Teleostei
62398,Percopsis omiscomaycus,Diplostomum flexicaudum,"Diplostomum flexicaudum (Cort et Brooks, 1928)",Trematodes,Teleostei
62399,Pimephales notatus,Diplostomum flexicaudum,"Diplostomum flexicaudum (Cort et Brooks, 1928)",Trematodes,Teleostei
62400,Stagnicola emarginata,Diplostomum flexicaudum,"Diplostomum flexicaudum (Cort et Brooks, 1928)",Trematodes,Gastropoda
62401,Sterna hirundo,Diplostomum flexicaudum,"Diplostomum flexicaudum (Cort et Brooks, 1928)",Trematodes,Aves
62402,Abramis brama,Diplostomum gobiorum,"Diplostomum gobiorum Shigin, 1965",Trematodes,Teleostei
62403,Carassius auratus,Diplostomum gobiorum,"Diplostomum gobiorum Shigin, 1965",Trematodes,Teleostei
62404,Coregonus nasus,Diplostomum gobiorum,"Diplostomum gobiorum Shigin, 1965",Trematodes,Teleostei
62405,Cottus gobio,Diplostomum gobiorum,"Diplostomum gobiorum Shigin, 1965",Trematodes,Teleostei
62406,Gobio gobio,Diplostomum gobiorum,"Diplostomum gobiorum Shigin, 1965",Trematodes,Teleostei
62407,Neogobius kessleri,Diplostomum gobiorum,"Diplostomum gobiorum Shigin, 1965",Trematodes,Teleostei
62408,Pungitius pungitius,Diplostomum gobiorum,"Diplostomum gobiorum Shigin, 1965",Trematodes,Teleostei
62409,Sterna hirundo,Diplostomum gobiorum,"Diplostomum gobiorum Shigin, 1965",Trematodes,Aves
62410,Thalasseus sandwicensis,Diplostomum gobiorum,"Diplostomum gobiorum Shigin, 1965",Trematodes,NA
62411,Abramis ballerus,Diplostomum hughesi,"Diplostomum hughesi Markevich, 1934",Trematodes,Teleostei
62412,Leuciscus cephalus,Diplostomum hughesi,"Diplostomum hughesi Markevich, 1934",Trematodes,Teleostei
62413,Numenius arquata,Diplostomum kronschnepi,"Diplostomum kronschnepi Bykowskaja-Pawlowskaja, 1953",Trematodes,Aves
62414,Numenius madagascariensis,Diplostomum kronschnepi,"Diplostomum kronschnepi Bykowskaja-Pawlowskaja, 1953",Trematodes,Aves
62415,Blicca bjoerkna,Diplostomum macrostomum,"Diplostomum macrostomum Shigin, 1965",Trematodes,Teleostei
62416,Carassius carassius,Diplostomum macrostomum,"Diplostomum macrostomum Shigin, 1965",Trematodes,Teleostei
62417,Coregonus muksun,Diplostomum macrostomum,"Diplostomum macrostomum Shigin, 1965",Trematodes,Teleostei
62418,Coregonus peled,Diplostomum macrostomum,"Diplostomum macrostomum Shigin, 1965",Trematodes,Teleostei
62419,Ctenopharyngodon idella,Diplostomum macrostomum,"Diplostomum macrostomum Shigin, 1965",Trematodes,Teleostei
62420,Hucho taimen,Diplostomum macrostomum,"Diplostomum macrostomum Shigin, 1965",Trematodes,Teleostei
62421,Nemachilus barbatulus,Diplostomum macrostomum,"Diplostomum macrostomum Shigin, 1965",Trematodes,NA
62422,Toxorhynchites rutilus,Diplostomum macrostomum,"Diplostomum macrostomum Shigin, 1965",Trematodes,NA
62423,Oncorhynchus mykiss,Diplostomum macrostomum,"Diplostomum macrostomum Shigin, 1965",Trematodes,Teleostei
62424,Salmo trutta,Diplostomum macrostomum,"Diplostomum macrostomum Shigin, 1965",Trematodes,Teleostei
62425,Stenodus leucichthys,Diplostomum macrostomum,"Diplostomum macrostomum Shigin, 1965",Trematodes,Teleostei
62426,Sander lucioperca,Diplostomum macrostomum,"Diplostomum macrostomum Shigin, 1965",Trematodes,NA
62427,Chlidonias hybrida,Diplostomum murrayense,"Diplostomum murrayense (Johnston & Cleland, 1938)",Trematodes,Aves
62428,Chlidonias leucoptera,Diplostomum murrayense,"Diplostomum murrayense (Johnston & Cleland, 1938)",Trematodes,NA
62429,Sterna hirundo,Diplostomum murrayense,"Diplostomum murrayense (Johnston & Cleland, 1938)",Trematodes,Aves
62430,Nemachilus barbatulus,Diplostomum nemachili,"Diplostomum nemachili Zhatkanbaeva & Shigin in Shigin, 1986",Trematodes,NA
62431,Mergus merganser,Diplostomum pelmatoides,"Diplostomum pelmatoides Dubois, 1932",Trematodes,Aves
62432,Lampetra fluviatilis,Diplostomum petromyzifluviatilis,"Diplostomum petromyzifluviatilis Diesing, 1850",Trematodes,Cephalaspidomorphi
62433,Lethenteron camtschaticum,Diplostomum petromyzifluviatilis,"Diplostomum petromyzifluviatilis Diesing, 1850",Trematodes,NA
62434,Nemachilus barbatulus,Diplostomum petromyzifluviatilis,"Diplostomum petromyzifluviatilis Diesing, 1850",Trematodes,NA
62435,Pluvialis squatarola,Diplostomum pseudomergi,"Diplostomum pseudomergi Belpolskaja, 1975",Trematodes,Aves
62436,Alburnus alburnus,Diplostomum pungitii,"Diplostomum pungitii Shigin, 1965",Trematodes,Teleostei
62437,Aythya fuligula,Diplostomum pungitii,"Diplostomum pungitii Shigin, 1965",Trematodes,Aves
62438,Cottus gobio,Diplostomum pungitii,"Diplostomum pungitii Shigin, 1965",Trematodes,Teleostei
62439,Gasterosteus aculeatus,Diplostomum pungitii,"Diplostomum pungitii Shigin, 1965",Trematodes,Teleostei
62440,Gymnocephalus cernuus,Diplostomum pungitii,"Diplostomum pungitii Shigin, 1965",Trematodes,Teleostei
62441,Mergellus albellus,Diplostomum pungitii,"Diplostomum pungitii Shigin, 1965",Trematodes,Aves
62442,Mergus merganser,Diplostomum pungitii,"Diplostomum pungitii Shigin, 1965",Trematodes,Aves
62443,Perca fluviatilis,Diplostomum pungitii,"Diplostomum pungitii Shigin, 1965",Trematodes,Teleostei
62444,Pungitius platygaster,Diplostomum pungitii,"Diplostomum pungitii Shigin, 1965",Trematodes,Teleostei
62445,Pungitius pungitius,Diplostomum pungitii,"Diplostomum pungitii Shigin, 1965",Trematodes,Teleostei
62446,Aythya fuligula,Diplostomum pusillum,"Diplostomum pusillum (Dubois, 1928)",Trematodes,Aves
62447,Bucephala clangula,Diplostomum pusillum,"Diplostomum pusillum (Dubois, 1928)",Trematodes,Aves
62448,Larus argentatus,Diplostomum pusillum,"Diplostomum pusillum (Dubois, 1928)",Trematodes,Aves
62449,Ichthyaetus ichthyaetus,Diplostomum pusillum,"Diplostomum pusillum (Dubois, 1928)",Trematodes,NA
62450,Chroicocephalus ridibundus,Diplostomum pusillum,"Diplostomum pusillum (Dubois, 1928)",Trematodes,NA
62451,Lymnaea peregra,Diplostomum pusillum,"Diplostomum pusillum (Dubois, 1928)",Trematodes,Gastropoda
62452,Melanitta fusca,Diplostomum pusillum,"Diplostomum pusillum (Dubois, 1928)",Trematodes,Aves
62453,Mergellus albellus,Diplostomum pusillum,"Diplostomum pusillum (Dubois, 1928)",Trematodes,Aves
